date_string,eur_to_usd,gbp_to_usd
"Friday, Feb 16, 2001",1.4505,0.9162
"Monday, Feb 19, 2001",,
"Tuesday, Feb 20, 2001",1.4436,0.9096
"Wednesday, Feb 21, 2001",1.4385,0.9077
"Thursday, Feb 22, 2001",1.4447,0.9069
"Friday, Feb 23, 2001",1.447,0.9095
"Monday, Feb 26, 2001",1.444,0.9093
"Tuesday, Feb 27, 2001",1.4405,0.9128
"Wednesday, Feb 28, 2001",1.4433,0.9212
"Thursday, Mar 01, 2001",1.4553,0.9291
"Friday, Mar 02, 2001",1.4725,0.934
"Monday, Mar 05, 2001",1.4687,0.9289
"Tuesday, Mar 06, 2001",1.4655,0.9313
"Wednesday, Mar 07, 2001",1.4612,0.9274
"Thursday, Mar 08, 2001",1.4667,0.9281
"Friday, Mar 09, 2001",1.4675,0.9315
"Monday, Mar 12, 2001",1.467,0.93
"Tuesday, Mar 13, 2001",1.4513,0.9148
"Wednesday, Mar 14, 2001",1.4497,0.9133
"Thursday, Mar 15, 2001",1.4436,0.9046
"Friday, Mar 16, 2001",1.4265,0.8929
"Monday, Mar 19, 2001",1.4237,0.8985
"Tuesday, Mar 20, 2001",1.4285,0.9054
"Wednesday, Mar 21, 2001",1.431,0.897
"Thursday, Mar 22, 2001",1.4223,0.8881
"Friday, Mar 23, 2001",1.4292,0.8926
"Monday, Mar 26, 2001",1.4345,0.8955
"Tuesday, Mar 27, 2001",1.429,0.891
"Wednesday, Mar 28, 2001",1.4352,0.8882
"Thursday, Mar 29, 2001",1.4302,0.8807
"Friday, Mar 30, 2001",1.419,0.8794
"Monday, Apr 02, 2001",1.42,0.8824
"Tuesday, Apr 03, 2001",1.4305,0.893
"Wednesday, Apr 04, 2001",1.435,0.9013
"Thursday, Apr 05, 2001",1.4266,0.8976
"Friday, Apr 06, 2001",1.4383,0.9002
"Monday, Apr 09, 2001",1.447,0.9014
"Tuesday, Apr 10, 2001",1.436,0.8884
"Wednesday, Apr 11, 2001",1.434,0.8856
"Thursday, Apr 12, 2001",1.4391,0.8922
"Friday, Apr 13, 2001",1.4354,0.8888
"Monday, Apr 16, 2001",1.436,0.8862
"Tuesday, Apr 17, 2001",1.4287,0.8814
"Wednesday, Apr 18, 2001",1.4257,0.8816
"Thursday, Apr 19, 2001",1.4366,0.8909
"Friday, Apr 20, 2001",1.4428,0.9032
"Monday, Apr 23, 2001",1.4377,0.896
"Tuesday, Apr 24, 2001",1.4365,0.8946
"Wednesday, Apr 25, 2001",1.4397,0.8972
"Thursday, Apr 26, 2001",1.4378,0.9011
"Friday, Apr 27, 2001",1.4362,0.8924
"Monday, Apr 30, 2001",1.4306,0.8874
"Tuesday, May 01, 2001",1.434,0.8937
"Wednesday, May 02, 2001",1.4345,0.8925
"Thursday, May 03, 2001",1.4322,0.8891
"Friday, May 04, 2001",1.4362,0.8934
"Monday, May 07, 2001",1.44,0.8916
"Tuesday, May 08, 2001",1.4315,0.8848
"Wednesday, May 09, 2001",1.4209,0.8845
"Thursday, May 10, 2001",1.4186,0.8792
"Friday, May 11, 2001",1.4177,0.8759
"Monday, May 14, 2001",1.4176,0.8748
"Tuesday, May 15, 2001",1.4236,0.8788
"Wednesday, May 16, 2001",1.4293,0.8842
"Thursday, May 17, 2001",1.431,0.8828
"Friday, May 18, 2001",1.4333,0.8774
"Monday, May 21, 2001",1.438,0.8762
"Tuesday, May 22, 2001",1.4278,0.8657
"Wednesday, May 23, 2001",1.4245,0.8598
"Thursday, May 24, 2001",1.4103,0.857
"Friday, May 25, 2001",1.4207,0.8577
"Monday, May 28, 2001",,
"Tuesday, May 29, 2001",1.4187,0.8547
"Wednesday, May 30, 2001",1.4251,0.8576
"Thursday, May 31, 2001",1.4175,0.8455
"Friday, Jun 01, 2001",1.416,0.8452
"Monday, Jun 04, 2001",1.4123,0.8449
"Tuesday, Jun 05, 2001",1.4113,0.8504
"Wednesday, Jun 06, 2001",1.3906,0.8452
"Thursday, Jun 07, 2001",1.39,0.8506
"Friday, Jun 08, 2001",1.3817,0.8505
"Monday, Jun 11, 2001",1.373,0.8425
"Tuesday, Jun 12, 2001",1.3781,0.8479
"Wednesday, Jun 13, 2001",1.3909,0.8536
"Thursday, Jun 14, 2001",1.4005,0.8598
"Friday, Jun 15, 2001",1.4056,0.8628
"Monday, Jun 18, 2001",1.4034,0.861
"Tuesday, Jun 19, 2001",1.4008,0.8558
"Wednesday, Jun 20, 2001",1.3952,0.8506
"Thursday, Jun 21, 2001",1.4167,0.8544
"Friday, Jun 22, 2001",1.414,0.857
"Monday, Jun 25, 2001",1.413,0.8611
"Tuesday, Jun 26, 2001",1.4154,0.8623
"Wednesday, Jun 27, 2001",1.419,0.8621
"Thursday, Jun 28, 2001",1.407,0.847
"Friday, Jun 29, 2001",1.4077,0.8474
"Monday, Jul 02, 2001",1.4168,0.8455
"Tuesday, Jul 03, 2001",1.4058,0.8477
"Wednesday, Jul 04, 2001",,
"Thursday, Jul 05, 2001",1.3998,0.837
"Friday, Jul 06, 2001",1.4106,0.8465
"Monday, Jul 09, 2001",1.4081,0.8474
"Tuesday, Jul 10, 2001",1.4098,0.8557
"Wednesday, Jul 11, 2001",1.4121,0.8614
"Thursday, Jul 12, 2001",1.4065,0.853
"Friday, Jul 13, 2001",1.3995,0.8527
"Monday, Jul 16, 2001",1.4011,0.8549
"Tuesday, Jul 17, 2001",1.4037,0.8549
"Wednesday, Jul 18, 2001",1.416,0.8701
"Thursday, Jul 19, 2001",1.419,0.869
"Friday, Jul 20, 2001",1.429,0.8713
"Monday, Jul 23, 2001",1.4185,0.8676
"Tuesday, Jul 24, 2001",1.4223,0.8752
"Wednesday, Jul 25, 2001",1.428,0.8797
"Thursday, Jul 26, 2001",1.4265,0.8765
"Friday, Jul 27, 2001",1.4256,0.8749
"Monday, Jul 30, 2001",1.426,0.875
"Tuesday, Jul 31, 2001",1.4252,0.8752
"Wednesday, Aug 01, 2001",1.433,0.8793
"Thursday, Aug 02, 2001",1.4295,0.8813
"Friday, Aug 03, 2001",1.4268,0.8843
"Monday, Aug 06, 2001",1.4175,0.8802
"Tuesday, Aug 07, 2001",1.4169,0.8775
"Wednesday, Aug 08, 2001",1.4135,0.8778
"Thursday, Aug 09, 2001",1.4218,0.8886
"Friday, Aug 10, 2001",1.4273,0.894
"Monday, Aug 13, 2001",1.4217,0.8983
"Tuesday, Aug 14, 2001",1.4285,0.9025
"Wednesday, Aug 15, 2001",1.4379,0.9114
"Thursday, Aug 16, 2001",1.4438,0.9138
"Friday, Aug 17, 2001",1.4465,0.9165
"Monday, Aug 20, 2001",1.4445,0.9127
"Tuesday, Aug 21, 2001",1.4468,0.9115
"Wednesday, Aug 22, 2001",1.4538,0.9194
"Thursday, Aug 23, 2001",1.4478,0.9166
"Friday, Aug 24, 2001",1.4443,0.9116
"Monday, Aug 27, 2001",1.443,0.9098
"Tuesday, Aug 28, 2001",1.4501,0.9102
"Wednesday, Aug 29, 2001",1.4515,0.9097
"Thursday, Aug 30, 2001",1.4577,0.9154
"Friday, Aug 31, 2001",1.451,0.909
"Monday, Sep 03, 2001",,
"Tuesday, Sep 04, 2001",1.4444,0.8868
"Wednesday, Sep 05, 2001",1.4553,0.8897
"Thursday, Sep 06, 2001",1.4561,0.8943
"Friday, Sep 07, 2001",1.4626,0.9044
"Monday, Sep 10, 2001",1.4585,0.8988
"Tuesday, Sep 11, 2001",,
"Wednesday, Sep 12, 2001",1.4666,0.9069
"Thursday, Sep 13, 2001",1.4697,0.9089
"Friday, Sep 14, 2001",1.4678,0.9199
"Monday, Sep 17, 2001",1.4661,0.9198
"Tuesday, Sep 18, 2001",1.4635,0.9233
"Wednesday, Sep 19, 2001",1.4714,0.931
"Thursday, Sep 20, 2001",1.4642,0.9255
"Friday, Sep 21, 2001",1.4547,0.9099
"Monday, Sep 24, 2001",1.4616,0.9135
"Tuesday, Sep 25, 2001",1.4692,0.9222
"Wednesday, Sep 26, 2001",1.4745,0.9231
"Thursday, Sep 27, 2001",1.4733,0.9181
"Friday, Sep 28, 2001",1.4691,0.9099
"Monday, Oct 01, 2001",1.4785,0.9159
"Tuesday, Oct 02, 2001",1.4618,0.9149
"Wednesday, Oct 03, 2001",1.4756,0.9181
"Thursday, Oct 04, 2001",1.4774,0.9141
"Friday, Oct 05, 2001",1.4795,0.9168
"Monday, Oct 08, 2001",,
"Tuesday, Oct 09, 2001",1.4605,0.915
"Wednesday, Oct 10, 2001",1.449,0.9118
"Thursday, Oct 11, 2001",1.4415,0.9008
"Friday, Oct 12, 2001",1.4518,0.9078
"Monday, Oct 15, 2001",1.447,0.9077
"Tuesday, Oct 16, 2001",1.4478,0.9094
"Wednesday, Oct 17, 2001",1.4505,0.9065
"Thursday, Oct 18, 2001",1.444,0.9025
"Friday, Oct 19, 2001",1.4372,0.8987
"Monday, Oct 22, 2001",1.4265,0.8906
"Tuesday, Oct 23, 2001",1.4214,0.8893
"Wednesday, Oct 24, 2001",1.4263,0.8925
"Thursday, Oct 25, 2001",1.4306,0.8965
"Friday, Oct 26, 2001",1.4348,0.8921
"Monday, Oct 29, 2001",1.4525,0.9037
"Tuesday, Oct 30, 2001",1.4546,0.906
"Wednesday, Oct 31, 2001",1.4534,0.8993
"Thursday, Nov 01, 2001",1.462,0.9044
"Friday, Nov 02, 2001",1.4615,0.9037
"Monday, Nov 05, 2001",1.457,0.8963
"Tuesday, Nov 06, 2001",1.4591,0.8975
"Wednesday, Nov 07, 2001",1.465,0.8999
"Thursday, Nov 08, 2001",1.454,0.891
"Friday, Nov 09, 2001",1.4574,0.8935
"Monday, Nov 12, 2001",,
"Tuesday, Nov 13, 2001",1.4425,0.8811
"Wednesday, Nov 14, 2001",1.4429,0.8829
"Thursday, Nov 15, 2001",1.431,0.8813
"Friday, Nov 16, 2001",1.4278,0.8849
"Monday, Nov 19, 2001",1.4107,0.8781
"Tuesday, Nov 20, 2001",1.418,0.8832
"Wednesday, Nov 21, 2001",1.4154,0.8781
"Thursday, Nov 22, 2001",,
"Friday, Nov 23, 2001",1.4095,0.877
"Monday, Nov 26, 2001",1.4125,0.8811
"Tuesday, Nov 27, 2001",1.4137,0.8812
"Wednesday, Nov 28, 2001",1.4235,0.8863
"Thursday, Nov 29, 2001",1.4232,0.8879
"Friday, Nov 30, 2001",1.4255,0.8958
"Monday, Dec 03, 2001",1.4217,0.8897
"Tuesday, Dec 04, 2001",1.4216,0.8898
"Wednesday, Dec 05, 2001",1.4164,0.8856
"Thursday, Dec 06, 2001",1.425,0.8916
"Friday, Dec 07, 2001",1.4315,0.8905
"Monday, Dec 10, 2001",1.4342,0.8884
"Tuesday, Dec 11, 2001",1.4365,0.8904
"Wednesday, Dec 12, 2001",1.444,0.8945
"Thursday, Dec 13, 2001",1.4454,0.8976
"Friday, Dec 14, 2001",1.4547,0.9044
"Monday, Dec 17, 2001",1.4588,0.904
"Tuesday, Dec 18, 2001",1.4565,0.9019
"Wednesday, Dec 19, 2001",1.4508,0.8997
"Thursday, Dec 20, 2001",1.4464,0.8972
"Friday, Dec 21, 2001",1.4385,0.8864
"Monday, Dec 24, 2001",1.4385,0.8773
"Tuesday, Dec 25, 2001",,
"Wednesday, Dec 26, 2001",1.449,0.8778
"Thursday, Dec 27, 2001",1.454,0.8843
"Friday, Dec 28, 2001",1.4475,0.8822
"Monday, Dec 31, 2001",1.4543,0.8901
"Tuesday, Jan 01, 2002",,
"Wednesday, Jan 02, 2002",1.4451,0.9031
"Thursday, Jan 03, 2002",1.44,0.8992
"Friday, Jan 04, 2002",1.4455,0.8946
"Monday, Jan 07, 2002",1.4385,0.8931
"Tuesday, Jan 08, 2002",1.4426,0.8925
"Wednesday, Jan 09, 2002",1.4373,0.8882
"Thursday, Jan 10, 2002",1.4433,0.8925
"Friday, Jan 11, 2002",1.4448,0.8905
"Monday, Jan 14, 2002",1.4482,0.8935
"Tuesday, Jan 15, 2002",1.445,0.8913
"Wednesday, Jan 16, 2002",1.4375,0.8834
"Thursday, Jan 17, 2002",1.4348,0.88
"Friday, Jan 18, 2002",1.4365,0.8844
"Monday, Jan 21, 2002",,
"Tuesday, Jan 22, 2002",1.4295,0.8838
"Wednesday, Jan 23, 2002",1.4273,0.8836
"Thursday, Jan 24, 2002",1.4229,0.8782
"Friday, Jan 25, 2002",1.4096,0.8655
"Monday, Jan 28, 2002",1.4074,0.8605
"Tuesday, Jan 29, 2002",1.4132,0.8643
"Wednesday, Jan 30, 2002",1.416,0.8648
"Thursday, Jan 31, 2002",1.412,0.8594
"Friday, Feb 01, 2002",1.4158,0.8613
"Monday, Feb 04, 2002",1.4197,0.8685
"Tuesday, Feb 05, 2002",1.417,0.8672
"Wednesday, Feb 06, 2002",1.4138,0.8693
"Thursday, Feb 07, 2002",1.4117,0.869
"Friday, Feb 08, 2002",1.4176,0.8727
"Monday, Feb 11, 2002",1.4237,0.8778
"Tuesday, Feb 12, 2002",1.4322,0.8768
"Wednesday, Feb 13, 2002",1.4298,0.873
"Thursday, Feb 14, 2002",1.4285,0.8713
"Friday, Feb 15, 2002",1.4315,0.873
"Monday, Feb 18, 2002",,
"Tuesday, Feb 19, 2002",1.4302,0.8764
"Wednesday, Feb 20, 2002",1.4269,0.8705
"Thursday, Feb 21, 2002",1.4253,0.8712
"Friday, Feb 22, 2002",1.4301,0.8757
"Monday, Feb 25, 2002",1.4263,0.8713
"Tuesday, Feb 26, 2002",1.4225,0.8682
"Wednesday, Feb 27, 2002",1.4165,0.8642
"Thursday, Feb 28, 2002",1.4129,0.8658
"Friday, Mar 01, 2002",1.419,0.8652
"Monday, Mar 04, 2002",1.4228,0.8705
"Tuesday, Mar 05, 2002",1.4212,0.8699
"Wednesday, Mar 06, 2002",1.4238,0.8772
"Thursday, Mar 07, 2002",1.4245,0.8795
"Friday, Mar 08, 2002",1.4227,0.8752
"Monday, Mar 11, 2002",1.422,0.8768
"Tuesday, Mar 12, 2002",1.4146,0.8759
"Wednesday, Mar 13, 2002",1.4157,0.877
"Thursday, Mar 14, 2002",1.42,0.8816
"Friday, Mar 15, 2002",1.4238,0.8823
"Monday, Mar 18, 2002",1.4256,0.8826
"Tuesday, Mar 19, 2002",1.4213,0.8805
"Wednesday, Mar 20, 2002",1.426,0.8836
"Thursday, Mar 21, 2002",1.4287,0.8836
"Friday, Mar 22, 2002",1.4263,0.8791
"Monday, Mar 25, 2002",1.4255,0.8768
"Tuesday, Mar 26, 2002",1.427,0.8767
"Wednesday, Mar 27, 2002",1.4238,0.8726
"Thursday, Mar 28, 2002",1.4242,0.8711
"Friday, Mar 29, 2002",1.425,0.8717
"Monday, Apr 01, 2002",1.4407,0.8806
"Tuesday, Apr 02, 2002",1.4358,0.8782
"Wednesday, Apr 03, 2002",1.435,0.8804
"Thursday, Apr 04, 2002",1.4349,0.8779
"Friday, Apr 05, 2002",1.435,0.8805
"Monday, Apr 08, 2002",1.431,0.875
"Tuesday, Apr 09, 2002",1.4345,0.8793
"Wednesday, Apr 10, 2002",1.4365,0.8794
"Thursday, Apr 11, 2002",1.4382,0.8829
"Friday, Apr 12, 2002",1.4371,0.8792
"Monday, Apr 15, 2002",1.4372,0.8802
"Tuesday, Apr 16, 2002",1.4396,0.883
"Wednesday, Apr 17, 2002",1.4438,0.8885
"Thursday, Apr 18, 2002",1.4479,0.8898
"Friday, Apr 19, 2002",1.4472,0.8893
"Monday, Apr 22, 2002",1.4488,0.8877
"Tuesday, Apr 23, 2002",1.4486,0.8897
"Wednesday, Apr 24, 2002",1.448,0.8915
"Thursday, Apr 25, 2002",1.454,0.8978
"Friday, Apr 26, 2002",1.4545,0.898
"Monday, Apr 29, 2002",1.4592,0.9028
"Tuesday, Apr 30, 2002",1.4565,0.9002
"Wednesday, May 01, 2002",1.4621,0.9062
"Thursday, May 02, 2002",1.4645,0.9032
"Friday, May 03, 2002",1.4664,0.9133
"Monday, May 06, 2002",1.4676,0.9166
"Tuesday, May 07, 2002",1.4675,0.9148
"Wednesday, May 08, 2002",1.4533,0.904
"Thursday, May 09, 2002",1.4585,0.9088
"Friday, May 10, 2002",1.4606,0.9116
"Monday, May 13, 2002",1.4588,0.9107
"Tuesday, May 14, 2002",1.4474,0.9022
"Wednesday, May 15, 2002",1.4558,0.9074
"Thursday, May 16, 2002",1.4567,0.9105
"Friday, May 17, 2002",1.4602,0.9206
"Monday, May 20, 2002",1.4588,0.9213
"Tuesday, May 21, 2002",1.4568,0.9191
"Wednesday, May 22, 2002",1.4589,0.9265
"Thursday, May 23, 2002",1.4545,0.9233
"Friday, May 24, 2002",1.4577,0.922
"Monday, May 27, 2002",,
"Tuesday, May 28, 2002",1.4618,0.9285
"Wednesday, May 29, 2002",1.46,0.9313
"Thursday, May 30, 2002",1.4655,0.9373
"Friday, May 31, 2002",1.4625,0.9339
"Monday, Jun 03, 2002",1.4622,0.939
"Tuesday, Jun 04, 2002",1.4605,0.9424
"Wednesday, Jun 05, 2002",1.4574,0.9391
"Thursday, Jun 06, 2002",1.4593,0.9457
"Friday, Jun 07, 2002",1.4604,0.9449
"Monday, Jun 10, 2002",1.461,0.9446
"Tuesday, Jun 11, 2002",1.4686,0.9445
"Wednesday, Jun 12, 2002",1.4705,0.9473
"Thursday, Jun 13, 2002",1.4709,0.944
"Friday, Jun 14, 2002",1.4735,0.9448
"Monday, Jun 17, 2002",1.4782,0.9442
"Tuesday, Jun 18, 2002",1.4868,0.9483
"Wednesday, Jun 19, 2002",1.4873,0.9544
"Thursday, Jun 20, 2002",1.4982,0.9646
"Friday, Jun 21, 2002",1.4987,0.9705
"Monday, Jun 24, 2002",1.5056,0.9786
"Tuesday, Jun 25, 2002",1.4999,0.9692
"Wednesday, Jun 26, 2002",1.5217,0.9825
"Thursday, Jun 27, 2002",1.5285,0.9885
"Friday, Jun 28, 2002",1.5245,0.9856
"Monday, Jul 01, 2002",1.5307,0.9893
"Tuesday, Jul 02, 2002",1.53,0.984
"Wednesday, Jul 03, 2002",1.5268,0.9816
"Thursday, Jul 04, 2002",,
"Friday, Jul 05, 2002",1.5206,0.973
"Monday, Jul 08, 2002",1.5348,0.9869
"Tuesday, Jul 09, 2002",1.5465,0.9938
"Wednesday, Jul 10, 2002",1.5483,0.989
"Thursday, Jul 11, 2002",1.5545,0.9927
"Friday, Jul 12, 2002",1.55,0.9904
"Monday, Jul 15, 2002",1.5656,1.0072
"Tuesday, Jul 16, 2002",1.5693,1.0087
"Wednesday, Jul 17, 2002",1.5682,1.0078
"Thursday, Jul 18, 2002",1.5685,1.0067
"Friday, Jul 19, 2002",1.5785,1.0156
"Monday, Jul 22, 2002",1.58,1.0098
"Tuesday, Jul 23, 2002",1.5657,0.9933
"Wednesday, Jul 24, 2002",1.5745,0.9945
"Thursday, Jul 25, 2002",1.5754,0.9997
"Friday, Jul 26, 2002",1.5635,0.9882
"Monday, Jul 29, 2002",1.557,0.9779
"Tuesday, Jul 30, 2002",1.5725,0.9879
"Wednesday, Jul 31, 2002",1.5625,0.9796
"Thursday, Aug 01, 2002",1.5578,0.9843
"Friday, Aug 02, 2002",1.5709,0.9882
"Monday, Aug 05, 2002",1.5665,0.9846
"Tuesday, Aug 06, 2002",1.5382,0.964
"Wednesday, Aug 07, 2002",1.5354,0.9738
"Thursday, Aug 08, 2002",1.5278,0.9653
"Friday, Aug 09, 2002",1.5235,0.9714
"Monday, Aug 12, 2002",1.5317,0.9778
"Tuesday, Aug 13, 2002",1.531,0.9787
"Wednesday, Aug 14, 2002",1.5442,0.9867
"Thursday, Aug 15, 2002",1.536,0.9816
"Friday, Aug 16, 2002",1.5372,0.9836
"Monday, Aug 19, 2002",1.5272,0.9775
"Tuesday, Aug 20, 2002",1.5266,0.9779
"Wednesday, Aug 21, 2002",1.5295,0.9796
"Thursday, Aug 22, 2002",1.5192,0.9697
"Friday, Aug 23, 2002",1.5215,0.9726
"Monday, Aug 26, 2002",1.5236,0.9731
"Tuesday, Aug 27, 2002",1.5305,0.9814
"Wednesday, Aug 28, 2002",1.5363,0.982
"Thursday, Aug 29, 2002",1.5484,0.9829
"Friday, Aug 30, 2002",1.5476,0.9806
"Monday, Sep 02, 2002",,
"Tuesday, Sep 03, 2002",1.5625,0.9959
"Wednesday, Sep 04, 2002",1.5642,0.9923
"Thursday, Sep 05, 2002",1.566,0.9911
"Friday, Sep 06, 2002",1.5597,0.9843
"Monday, Sep 09, 2002",1.5585,0.9817
"Tuesday, Sep 10, 2002",1.5544,0.9752
"Wednesday, Sep 11, 2002",1.5492,0.9724
"Thursday, Sep 12, 2002",1.5549,0.9761
"Friday, Sep 13, 2002",1.5585,0.9743
"Monday, Sep 16, 2002",1.544,0.9723
"Tuesday, Sep 17, 2002",1.5343,0.9685
"Wednesday, Sep 18, 2002",1.5525,0.9789
"Thursday, Sep 19, 2002",1.5545,0.9817
"Friday, Sep 20, 2002",1.5558,0.9839
"Monday, Sep 23, 2002",1.5575,0.9822
"Tuesday, Sep 24, 2002",1.5565,0.9815
"Wednesday, Sep 25, 2002",1.5625,0.9797
"Thursday, Sep 26, 2002",1.5563,0.9755
"Friday, Sep 27, 2002",1.5548,0.9772
"Monday, Sep 30, 2002",1.57,0.9879
"Tuesday, Oct 01, 2002",1.5708,0.9859
"Wednesday, Oct 02, 2002",1.5655,0.9842
"Thursday, Oct 03, 2002",1.5704,0.9871
"Friday, Oct 04, 2002",1.569,0.9821
"Monday, Oct 07, 2002",1.5643,0.9816
"Tuesday, Oct 08, 2002",1.5569,0.9796
"Wednesday, Oct 09, 2002",1.5595,0.9868
"Thursday, Oct 10, 2002",1.5625,0.9861
"Friday, Oct 11, 2002",1.5605,0.9854
"Monday, Oct 14, 2002",,
"Tuesday, Oct 15, 2002",1.5542,0.981
"Wednesday, Oct 16, 2002",1.5543,0.9824
"Thursday, Oct 17, 2002",1.5525,0.9718
"Friday, Oct 18, 2002",1.5461,0.9708
"Monday, Oct 21, 2002",1.5418,0.9732
"Tuesday, Oct 22, 2002",1.5463,0.9782
"Wednesday, Oct 23, 2002",1.5499,0.9772
"Thursday, Oct 24, 2002",1.5478,0.9742
"Friday, Oct 25, 2002",1.5533,0.9767
"Monday, Oct 28, 2002",1.5602,0.9843
"Tuesday, Oct 29, 2002",1.5585,0.9851
"Wednesday, Oct 30, 2002",1.5568,0.9835
"Thursday, Oct 31, 2002",1.563,0.9881
"Friday, Nov 01, 2002",1.5638,0.9971
"Monday, Nov 04, 2002",1.5545,0.9953
"Tuesday, Nov 05, 2002",1.5625,0.9994
"Wednesday, Nov 06, 2002",1.559,0.9974
"Thursday, Nov 07, 2002",1.5796,1.0092
"Friday, Nov 08, 2002",1.5915,1.0139
"Monday, Nov 11, 2002",,
"Tuesday, Nov 12, 2002",1.5879,1.0105
"Wednesday, Nov 13, 2002",1.585,1.006
"Thursday, Nov 14, 2002",1.5788,1.0034
"Friday, Nov 15, 2002",1.579,1.0082
"Monday, Nov 18, 2002",1.579,1.0083
"Tuesday, Nov 19, 2002",1.588,1.0107
"Wednesday, Nov 20, 2002",1.575,1.0024
"Thursday, Nov 21, 2002",1.5753,0.9984
"Friday, Nov 22, 2002",1.5778,0.9966
"Monday, Nov 25, 2002",1.5667,0.9937
"Tuesday, Nov 26, 2002",1.5485,0.9913
"Wednesday, Nov 27, 2002",1.544,0.9895
"Thursday, Nov 28, 2002",,
"Friday, Nov 29, 2002",1.5553,0.9932
"Monday, Dec 02, 2002",1.5555,0.9927
"Tuesday, Dec 03, 2002",1.5687,0.9968
"Wednesday, Dec 04, 2002",1.5682,0.9999
"Thursday, Dec 05, 2002",1.5708,0.9989
"Friday, Dec 06, 2002",1.573,1.0081
"Monday, Dec 09, 2002",1.5785,1.0088
"Tuesday, Dec 10, 2002",1.5699,1.0073
"Wednesday, Dec 11, 2002",1.5744,1.0083
"Thursday, Dec 12, 2002",1.58,1.0189
"Friday, Dec 13, 2002",1.5896,1.0226
"Monday, Dec 16, 2002",1.5905,1.021
"Tuesday, Dec 17, 2002",1.5963,1.0267
"Wednesday, Dec 18, 2002",1.6,1.0254
"Thursday, Dec 19, 2002",1.5986,1.0217
"Friday, Dec 20, 2002",1.6015,1.0268
"Monday, Dec 23, 2002",1.587,1.0217
"Tuesday, Dec 24, 2002",1.5958,1.0305
"Wednesday, Dec 25, 2002",,
"Thursday, Dec 26, 2002",1.5978,1.0358
"Friday, Dec 27, 2002",1.6022,1.0411
"Monday, Dec 30, 2002",1.6044,1.046
"Tuesday, Dec 31, 2002",1.6095,1.0485
"Wednesday, Jan 01, 2003",,
"Thursday, Jan 02, 2003",1.5975,1.0361
"Friday, Jan 03, 2003",1.6045,1.0418
"Monday, Jan 06, 2003",1.608,1.0469
"Tuesday, Jan 07, 2003",1.6055,1.0419
"Wednesday, Jan 08, 2003",1.6063,1.0447
"Thursday, Jan 09, 2003",1.6035,1.0467
"Friday, Jan 10, 2003",1.6079,1.0535
"Monday, Jan 13, 2003",1.603,1.0535
"Tuesday, Jan 14, 2003",1.607,1.0571
"Wednesday, Jan 15, 2003",1.6029,1.0576
"Thursday, Jan 16, 2003",1.6073,1.0569
"Friday, Jan 17, 2003",1.6173,1.066
"Monday, Jan 20, 2003",,
"Tuesday, Jan 21, 2003",1.6123,1.0677
"Wednesday, Jan 22, 2003",1.6162,1.0729
"Thursday, Jan 23, 2003",1.6233,1.0767
"Friday, Jan 24, 2003",1.632,1.0825
"Monday, Jan 27, 2003",1.6351,1.0838
"Tuesday, Jan 28, 2003",1.64,1.0833
"Wednesday, Jan 29, 2003",1.6457,1.0861
"Thursday, Jan 30, 2003",1.6482,1.0776
"Friday, Jan 31, 2003",1.6448,1.0739
"Monday, Feb 03, 2003",1.6405,1.0761
"Tuesday, Feb 04, 2003",1.648,1.0875
"Wednesday, Feb 05, 2003",1.6455,1.0842
"Thursday, Feb 06, 2003",1.6354,1.0828
"Friday, Feb 07, 2003",1.6284,1.0801
"Monday, Feb 10, 2003",1.6275,1.074
"Tuesday, Feb 11, 2003",1.6193,1.0747
"Wednesday, Feb 12, 2003",1.6155,1.0716
"Thursday, Feb 13, 2003",1.6209,1.0834
"Friday, Feb 14, 2003",1.6105,1.0799
"Monday, Feb 17, 2003",,
"Tuesday, Feb 18, 2003",1.5921,1.0708
"Wednesday, Feb 19, 2003",1.5957,1.0744
"Thursday, Feb 20, 2003",1.5925,1.0821
"Friday, Feb 21, 2003",1.5864,1.0787
"Monday, Feb 24, 2003",1.586,1.0783
"Tuesday, Feb 25, 2003",1.5727,1.0782
"Wednesday, Feb 26, 2003",1.5806,1.0797
"Thursday, Feb 27, 2003",1.5798,1.0763
"Friday, Feb 28, 2003",1.5737,1.0779
"Monday, Mar 03, 2003",1.5755,1.0835
"Tuesday, Mar 04, 2003",1.582,1.0883
"Wednesday, Mar 05, 2003",1.6003,1.0967
"Thursday, Mar 06, 2003",1.6049,1.0997
"Friday, Mar 07, 2003",1.602,1.1014
"Monday, Mar 10, 2003",1.6007,1.1062
"Tuesday, Mar 11, 2003",1.6038,1.1028
"Wednesday, Mar 12, 2003",1.6129,1.1023
"Thursday, Mar 13, 2003",1.6057,1.087
"Friday, Mar 14, 2003",1.5821,1.0725
"Monday, Mar 17, 2003",1.5682,1.0606
"Tuesday, Mar 18, 2003",1.5624,1.0624
"Wednesday, Mar 19, 2003",1.5648,1.059
"Thursday, Mar 20, 2003",1.567,1.0613
"Friday, Mar 21, 2003",1.566,1.0545
"Monday, Mar 24, 2003",1.5748,1.0644
"Tuesday, Mar 25, 2003",1.5707,1.0673
"Wednesday, Mar 26, 2003",1.5742,1.0677
"Thursday, Mar 27, 2003",1.5676,1.0708
"Friday, Mar 28, 2003",1.5673,1.0762
"Monday, Mar 31, 2003",1.579,1.09
"Tuesday, Apr 01, 2003",1.5767,1.0904
